Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER I FILTER,INITIAL BRILLIANCE I,,62,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER I VCA,INITIAL LEVEL I,,63,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER I FILTER,AFTERTOUCH BRILLIANCE I,,65,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER I VCA,AFTERTOUCH LEVEL I,,66,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II OSCILLATOR,PULSE WIDTH MODULATION SPEED II,,67,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II OSCILLATOR,PULSE WIDTH MODULATION AMOUNT II,,68,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II OSCILLATOR,PULSE WIDTH II,,69,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II OSCILLATOR,SQUARE II,,70,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II OSCILLATOR,SAW II,,71,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II OSCILLATOR,NOISE LEVEL II,,72,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,HIGH PASS FILTER BRILLIANCE II,,73,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,HIGH PASS FILTER RESONANCE II,,119,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,LOW PASS FILTER BRILLIANCE II,,75,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,LOW PASS FILTER RESONANCE II,,76,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,FILTER EG INITIAL LEVEL II,,77,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,FILTER EG AFTER LEVEL II,,78,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,FILTER ATTACK II,,79,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,FILTER DECAY II,,80,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,FILTER RELEASE II,,81,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,VCF LEVEL II,,82,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,SINE LEVEL II,,83,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,VCA ATTACK II,,84,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,VCA DECAY II,,85,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,VCA SUSTAIN II,,86,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,VCA RELEASE II,,87,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,VCA LEVEL II,,88,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,INITIAL BRILLIANCE II,,89,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,INITIAL LEVEL II,,90,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II FILTER,AFTERTOUCH BRILLIANCE II,,91,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,LAYER II VCA,AFTERTOUCH LEVEL II,,92,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,GLOBAL PITCH,COARSE PITCH,,93,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,GLOBAL PITCH,FINE PITCH,,94,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,GLOBAL PITCH,DETUNE OSC II,,95,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,GLOBAL PITCH,FEET I,,102,,0,127,,,,,0-BASED,,0-21: OCTAVE BELOW (16'); 22-42: DEFAULT RANGE (8'); 43-63: FIFTH ABOVE (5 1/3'); 64-84: OCTAVE ABOVE (4'); 85-105: OCTAVE AND FIFTH ABOVE (2 1/3'); 106-127: 2 OCTAVES ABOVE (2')
BLACK CORPORATION,DECKARD'S DREAM MK2,GLOBAL PITCH,FEET II,,103,,0,127,,,,,0-BASED,,0-21: OCTAVE BELOW (16'); 22-42: DEFAULT RANGE (8'); 43-63: FIFTH ABOVE (5 1/3'); 64-84: OCTAVE ABOVE (4'); 85-105: OCTAVE AND FIFTH ABOVE (2 1/3'); 106-127: 2 OCTAVES ABOVE (2')
BLACK CORPORATION,DECKARD'S DREAM MK2,SUB OSCILLATOR,SUB OSCILLATOR WAVEFORM,,104,,0,127,,,,,0-BASED,,0-21: SINE; 22-42: SAW; 43-63: RAMP; 64-84: SQUARE; 85-105: RANDOM (SAMPLE & HOLD); 106-127: EXTERNAL CV
BLACK CORPORATION,DECKARD'S DREAM MK2,SUB OSCILLATOR,SUB OSCILLATOR SPEED,,105,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,SUB OSCILLATOR,SUB OSCILLATOR TO VCO AMOUNT,,106,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,SUB OSCILLATOR,SUB OSCILLATOR TO V AMOUNT,,107,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,SUB OSCILLATOR,SUB OSCILLATOR TO VCA AMOUNT,,108,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TONE,MIX I / II,,8,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TONE,MASTER BRILLIANCE,,109,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TONE,MASTER RESONANCE,,110,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TOUCH RESPONSE,INITIAL PITCHBEND,,111,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TOUCH RESPONSE,AFTERTOUCH TO SUB OSCILLATOR SPEED,,112,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TOUCH RESPONSE,AFTERTOUCH TO VCO AMOUNT,,113,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,TOUCH RESPONSE,AFTERTOUCH TO VCF AMOUNT,,114,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,KEYBOARD CONTROL,"KEYBOARD CONTROL, BRILLIANCE LOW",,115,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,KEYBOARD CONTROL,"KEYBOARD CONTROL, BRILLIANCE HIGH",,116,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,KEYBOARD CONTROL,"KEYBOARD CONTROL, LEVEL LOW",,117,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,KEYBOARD CONTROL,"KEYBOARD CONTROL, LEVEL HIGH",,118,,0,127,,,,,CENTERED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,PORTAMENTO,GLIDE TIME,,5,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,PORTAMENTO,GLIDE MODE,,120,,0,127,,,,,0-BASED,,0-42: MODE 1; 43-84: MODE 2; 85-127: MODE 3
BLACK CORPORATION,DECKARD'S DREAM MK2,GENERAL,GLOBAL VOLUME,,7,,0,127,,,,,0-BASED,,
BLACK CORPORATION,DECKARD'S DREAM MK2,GENERAL,SUSTAIN PEDAL,,64,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,BANK SELECT,,0,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,MOD WHEEL,,1,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,BPM,,3,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,FOOT CONTROLLER,,4,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,DATA ENTRY,,6,38,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,MIDI VOLUME,,7,39,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,SOUND,SUB OCTAVE LEVEL,,8,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,SOUND,DISTORTION AMOUNT,,9,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,VCA ENVELOPE,VCA ENVELOPE AMOUNT,,40,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,VCA ENVELOPE,VCA ENVELOPE VELOCITY AMOUNT,,41,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,VCA ENVELOPE,VCA ENVELOPE ATTACK,,43,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,VCA ENVELOPE,VCA ENVELOPE DECAY,,44,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,VCA ENVELOPE,VCA ENVELOPE SUSTAIN,,45,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,VCA ENVELOPE,VCA ENVELOPE RELEASE,,46,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER ENVELOPE AMOUNT,,47,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER ENVELOPE ATTACK,,50,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER ENVELOPE DECAY,,51,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER ENVELOPE SUSTAIN,,52,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER ENVELOPE RELEASE,,53,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,ARPEGGIATOR,ARPEGGIATOR ON/OFF,,58,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,ARPEGGIATOR,ARPEGGIATOR MODE,,59,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,ARPEGGIATOR,ARPEGGIATOR OCTAVE,,60,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,ARPEGGIATOR,ARPEGGIATOR CLOCK DIVISION,,62,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,DAMPER PEDAL,,64,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,PORTAMENTO ON/OFF,,65,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 1,OSCILLATOR 1 FREQUENCY,,67,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 1,OSCILLATOR 1 LEVEL,,69,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 1,OSCILLATOR 1 SHAPE,,70,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 1,OSCILLATOR 1 PULSE WIDTH,,71,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,BRIGHTNESS,,74,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 2,OSCILLATOR 2 FREQUENCY,,75,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 2,OSCILLATOR 2 DETUNE,,76,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 2,OSCILLATOR 2 LEVEL,,77,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 2,OSCILLATOR 2 SHAPE,,78,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,OSCILLATOR 2,OSCILLATOR 2 PULSE WIDTH,,79,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,DATA INCREMENT,,96,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,DATA DECREMENT,,97,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER FREQUENCY,,102,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER RESONANCE,,103,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER KEY AMOUNT,,104,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER VELOCITY ON/OFF,,105,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,FILTER MODE,,106,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,FILTER,BAND PASS ON/OFF,,107,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,ALL SOUNDS OFF,,120,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,RESET CONTROLLERS,,121,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,LOCAL CONTROL ON/OFF,,122,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,ALL NOTES OFF,,123,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,OMNI MODE OFF,,124,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,OMNI MODE ON,,125,,0,127,,,,,0-BASED,,
DAVE SMITH INSTRUMENTS,OB-6,GENERAL,POLY MODE ON,,127,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER A,,3,,0,127,0,0,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER B,,4,,0,127,0,1,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER C,,8,,0,127,0,2,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER D,,9,,0,127,0,3,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER E,,11,,0,127,0,4,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER F,,64,,0,127,0,5,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER G,,65,,0,127,0,6,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER H,,66,,0,127,0,7,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER I,,67,,0,127,0,8,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,PERFORMANCE PARAMETERS,PERFORMANCE PARAMETER J,,68,,0,127,0,9,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,MODULATION PARAMETERS,MODWHEEL,,1,,0,127,,,,,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,MODULATION PARAMETERS,BREATH CONTROLLER,,2,,0,127,,,,,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,MODULATION PARAMETERS,TRACK LEVEL,,95,,0,127,1,100,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 PITCH,,16,48,0,127,1,0,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 DETUNE,,,,,,1,2,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 KEYTRACKING,,,,,,1,3,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 LEVEL,,69,,0,127,1,4,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 WAVEFORM,,70,,0,127,1,5,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 SUB OSCILLATOR,,71,,0,127,1,6,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 PULSEWIDTH,,72,,0,127,1,7,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 PWM SPEED,,73,,0,127,1,,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC1,OSC1 PWM DEPTH,,74,,0,127,1,9,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH NOISE,NOISE S&H,,75,,0,127,1,10,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH NOISE,NOISE FADE,,76,,0,127,1,12,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH NOISE,NOISE LEVEL,,77,,0,127,1,14,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 PITCH,,17,49,0,127,1,20,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 DETUNE,,,,,,1,22,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 KEYTRACKING,,,,,,1,23,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 LEVEL,,78,,0,127,1,2,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 WAVEFORM,,79,,0,127,1,25,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 SUB OSCILLATOR,,80,,0,127,1,26,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 PULSEWIDTH,,81,,0,127,1,27,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 PWM SPEED,,82,,0,127,1,,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC2,OSC2 PWM DEPTH,,82,,0,127,1,29,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,OSC1 AM,,,,,,1,30,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,SYNC MODE,,,,,,1,31,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,SYNC AMOUNT,,84,,0,127,1,32,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,BEND AMOUNT,,85,,0,127,1,33,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,SLIDE TIME,,5,,0,127,1,34,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,OSC2 AM,,,,,,1,35,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,NOTE SYNC,,,,,,1,36,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,VIBRATO FADE,,,,,,1,37,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,VIBRATO SPEED,,87,,0,127,1,38,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH OSC COMMON,VIBRATO DEPTH,,88,,0,127,1,39,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 1 FREQUENCY,,18,50,0,127,1,40,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 1 RESONANCE,,89,,0,127,1,41,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER OVERDRIVE,,,,0,127,1,42,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 1 KEYTRACKING,,,,0,127,1,43,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 1 ENVELOPE AMOUNT,,102,,0,127,1,44,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 2 FREQUENCY,,19,51,0,127,1,45,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 2 RESONANCE,,90,,0,127,1,46,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 2 TYPE,,,,0,127,1,47,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 2 KEYTRACKING,,,,0,127,1,48,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH FILTERS,SYNTH FILTER 2 ENVELOPE AMOUNT,,103,,0,127,1,49,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP ENVA ATTACK TIME,,104,,0,127,1,50,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP ENVA DECAY TIME,,105,,0,127,1,51,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP ENVA SUSTAIN LEVEL,,106,,0,127,1,52,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP ENVA RELEASE TIME,,107,,0,127,1,53,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP ENVA SHAPE,,,,,,1,54,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP CHORUS SEND LEVEL,,91,,0,127,1,55,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP DELAY SEND LEVEL,,92,,0,127,1,56,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP REVERB SEND LEVEL,,93,,0,127,1,57,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP PAN,,10,,0,127,1,58,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH AMP,SYNTH AMP VOLUME,,7,,0,127,1,59,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF ATTACK TIME,,108,,0,127,1,60,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF DECAY TIME,,109,,0,127,1,61,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF SUSTAIN LEVEL,,110,,0,127,1,62,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF RELEASE TIME,,111,,0,127,1,63,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF ENV SHAPE,,,,,,1,64,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF GATE LENGTH,,,,,,1,65,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF DESTINATION A,,,,,,1,66,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF DEPTH A,,20,52,0,127,1,67,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF DESTINATION B,,,,,,1,68,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENVF,SYNTH ENVF DEPTH B,,21,53,0,127,1,69,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 ATTACK TIME,,112,,0,127,1,70,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 DECAY TIME,,113,,0,127,1,71,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 SUSTAIN LEVEL,,114,,0,127,1,72,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 RELEASE TIME,,115,,0,127,1,7,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 ENV SHAPE,,,,,,1,74,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 GATE LENGTH,,,,,,1,75,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 DESTINATION A,,,,,,1,76,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 DEPTH A,,22,54,0,127,1,77,0,127,0-BASED,,
ELEKTRON,ANALOG FOUR MKII,SYNTH ENV2,SYNTH ENV2 DESTINATION B,,,,,,1,78,0,127,0-BASED,,
